pl_name,hostname,pl_orbper,pl_tranmid,pl_tranmiderr1
HD 96700 d,HD 96700,103.5,,
HD 96700 b,HD 96700,8.1245,,
K2-331 c,K2-331,22.996591,2458113.304754,0.00233
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,,,
HD 27969 b,HD 27969,654.5,,
K2-342 b,K2-342,11.561052,2458099.10726,0.00239
HD 115954 b,HD 115954,3700.0,,
HD 211403 b,HD 211403,223.8,,
HD 109286 b,HD 109286,520.1,,
CD Cet b,CD Cet,2.2907,,
GJ 9689 b,GJ 9689,18.27,,
G 264-012 b,G 264-012,2.30538,,
K2-352 d,K2-352,14.871387,2458103.622842,0.002276
K2-187 c,K2-187,2.871512,2457144.63842,0.0027
K2-268 f,K2-268,26.27057,2457142.191739,0.003964
K2-282 b,K2-282,4.169783,2457457.54493,0.0025
K2-156 b,K2-156,0.813143,2457641.67248,0.0014
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,8040000.0,,
EPIC 212297394 b,EPIC 212297394,2.289363,2457217.96319,0.004892
K2-187 b,K2-187,0.77401,2457184.43637,0.0016
K2-210 b,K2-210,0.57023,2457465.80382,0.0023
Kepler-129 d,Kepler-129,2646.0,,
EPIC 212587672 b,EPIC 212587672,15.28078,2457227.644991,0.004543
K2-223 c,K2-223,4.562546,2457628.61208,0.0029
K2-223 b,K2-223,0.50557,2457637.66396,0.0023
NGTS-15 b,NGTS-15,3.27623,2458405.0558,0.0007
EPIC 212624936 c,EPIC 212624936,11.811437,2457233.78707,0.0029
K2-137 b,K2-137,0.179719,2457639.27571,0.00077
K2-354 b,K2-354,3.793306,2457140.22597,0.004008
EPIC 206215704 b,EPIC 206215704,2.255436,2457010.0072,0.0018
K2-332 b,K2-332,17.70632,2457156.420746,0.00216
BD+63 1405 b,BD+63 1405,1198.48,,
HD 155193 b,HD 155193,352.65,,
Kepler-1788 b,Kepler-1788,2.800120115,2454965.046786,0.000966
Kepler-1861 b,Kepler-1861,40.0306015,2454981.8491,0.00665
K2-273 b,K2-273,11.7195663,2457149.0961619,0.000953
K2-272 b,K2-272,14.4536756,2457144.8541321,0.0014315
Kepler-1712 b,Kepler-1712,13.81499958,2455014.12552,0.00112
Kepler-1789 b,Kepler-1789,80.23190308,2454995.3902,0.004
Kepler-1790 b,Kepler-1790,31.58889961,2454988.61617,0.00301
Kepler-1862 b,Kepler-1862,16.05730057,2454965.3936,0.005
Kepler-1865 b,Kepler-1865,2.524009943,2454966.85946,0.00221
K2-122 b,K2-122,2.2193023,2457141.8300469,0.000642
K2-274 b,K2-274,14.1330314,2457145.1112611,0.0013858
Kepler-1767 b,Kepler-1767,59.65829849,2455001.08764,0.00603
Kepler-1765 b,Kepler-1765,10.41889954,2454970.748051,0.00167
Kepler-1766 b,Kepler-1766,105.0149994,2455061.94455,0.0037
Kepler-1792 b,Kepler-1792,4.1957798,2454968.17539,0.00171
Kepler-1090 c,Kepler-1090,42.42720032,2454989.1893,0.0048
Kepler-1311 d,Kepler-1311,197.5110016,2455105.385979,0.001083
Kepler-1761 b,Kepler-1761,4.043540001,2454964.62968,0.00263
Kepler-1777 b,Kepler-1777,12.18420029,2454972.05896,0.0021
Kepler-1794 b,Kepler-1794,9.762980461,2454972.15742,0.00355
Kepler-1868 b,Kepler-1868,211.0339966,2455112.12891,0.0021
Kepler-1872 b,Kepler-1872,3.825910091,2454965.19852,0.00248
HD 22496 b,HD 22496,5.09071,2458602.56,0.05
Kepler-1775 b,Kepler-1775,85.65399933,2454988.12743,0.00319
Kepler-1772 b,Kepler-1772,3.215090036,2454966.77742,0.00193
Kepler-1796 b,Kepler-1796,29.4557991,2454987.17062,0.00291
Kepler-1797 b,Kepler-1797,23.3593998,2454977.01826,0.00451
Kepler-1714 b,Kepler-1714,10.27530003,2455010.272976,0.000984
Kepler-1874 b,Kepler-1874,56.57320023,2454979.57984,0.00482
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,,,
Kepler-1774 b,Kepler-1774,59.77080154,2454981.96963,0.00287
Kepler-799 c,Kepler-799,15.19419956,2454975.73422,0.00458
Kepler-1822 b,Kepler-1822,22.13339996,2454985.1837,0.00385
Kepler-1875 b,Kepler-1875,34.45859909,2454980.82941,0.00494
HD 137496 b,HD 137496,1.62116,2458039.1317,0.0028
Kepler-1824 b,Kepler-1824,95.61100006,2454971.35664,0.00644
Kepler-1825 b,Kepler-1825,1.025869966,2454964.65551,0.00074
Kepler-1826 b,Kepler-1826,1.615360022,2454965.7846,0.00121
Kepler-1130 c,Kepler-1130,3.266639948,2454969.08707,0.00253
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,,,
HD 137496 c,HD 137496,479.9,2458629.21,0.41
Kepler-1782 b,Kepler-1782,5.756229877,2454966.903696,0.000792
Kepler-1768 b,Kepler-1768,15.13589954,2454979.58265,0.00287
Kepler-1830 b,Kepler-1830,56.49330139,2454976.99238,0.00431
Kepler-1881 b,Kepler-1881,159.3939972,2455059.9313,0.0109
Kepler-1882 b,Kepler-1882,13.78730011,2454977.7763,0.0051
Kepler-1733 b,Kepler-1733,9.229579926,2454971.43961,0.00422
Kepler-1779 b,Kepler-1779,16.34359932,2454978.03975,0.00294
Kepler-1776 b,Kepler-1776,35.01190186,2454983.37014,0.00198
Kepler-1832 b,Kepler-1832,3.138789892,2454966.65538,0.00337
Kepler-1883 b,Kepler-1883,103.427002,2455053.22869,0.00761
Kepler-1884 b,Kepler-1884,8.988320351,2454971.83733,0.00717
Kepler-1737 b,Kepler-1737,64.61750031,2454999.14426,0.00231
Kepler-1739 b,Kepler-1739,7.343709946,2454970.30053,0.0012
Kepler-1771 b,Kepler-1771,88.64399719,2454978.47193,0.00288
Kepler-1799 b,Kepler-1799,11.9296999,2454969.66919,0.00464
Kepler-1838 b,Kepler-1838,12.14680004,2454964.54769,0.00555
TCP J05074264+2447555 b,TCP J05074264+2447555,,,
Kepler-418 c,Kepler-418,12.21829987,2454973.321095,0.000745
Kepler-1750 b,Kepler-1750,205.9120026,2455085.74129,0.00324
Kepler-1801 b,Kepler-1801,10.44089985,2454970.96913,0.00234
Kepler-1804 b,Kepler-1804,12.28849983,2454974.61781,0.00414
Kepler-1840 b,Kepler-1840,131.1900024,2455005.3923,0.00729
Kepler-1715 b,Kepler-1715,35.59730148,2455020.525782,0.00099
HD 25723 b,HD 25723,457.01,,
17 Sco b,17 Sco,578.38,,
Kepler-1748 b,Kepler-1748,5.823520184,2455187.99602,0.0016
Kepler-1747 b,Kepler-1747,6.230319977,2455014.29614,0.00132
Kepler-1805 b,Kepler-1805,8.847940445,2454973.15155,0.00242
Kepler-1742 b,Kepler-1742,49.47819901,2454974.82447,0.00309
Kepler-1741 b,Kepler-1741,2.757590055,2454966.049,0.00204
Kepler-1809 b,Kepler-1809,3.7572999,2454966.96037,0.00141
Kepler-1810 b,Kepler-1810,101.1330032,2455043.18316,0.00443
Kepler-1846 b,Kepler-1846,14.82009983,2454966.39933,0.00538
Kepler-1847 b,Kepler-1847,11.12969971,2454971.57393,0.00516
K2-101 b,K2-101,14.6762429,2457152.6849877,0.0011205
K2-95 b,K2-95,10.1346454,2457140.7422121,0.00076
Kepler-1745 b,Kepler-1745,3.016190052,2454966.88395,0.00266
Kepler-1813 b,Kepler-1813,2.818160057,2454965.25131,0.00208
Kepler-1814 b,Kepler-1814,2.935359955,2454969.18492,0.00139
Kepler-1848 b,Kepler-1848,5.604020119,2454966.82508,0.00175
K2-355 b,K2-355,5.7385647,2458252.1918298,0.0049327
EPIC 211822797 b,EPIC 211822797,21.1701963,2457144.4052567,0.0022025
Kepler-1754 b,Kepler-1754,8.195949554,2454969.68736,0.00427
Kepler-1753 b,Kepler-1753,16.00460052,2454973.48284,0.00293
Kepler-1815 b,Kepler-1815,12.19139957,2454969.3357,0.0031
Kepler-1787 b,Kepler-1787,39.31370163,2454987.93919,0.00313
Kepler-1853 b,Kepler-1853,48.88819885,2454986.8116,0.0077
Kepler-1854 b,Kepler-1854,39.83110046,2454988.6409,0.00474
K2-357 b,K2-357,16.3488637,2458255.1162073,0.0017974
K2-356 b,K2-356,21.0267366,2458256.0408399,0.0045164
Kepler-1755 b,Kepler-1755,24.81209946,2454989.506971,0.000615
Kepler-1757 b,Kepler-1757,19.65640068,2454973.29778,0.0025
Kepler-1817 b,Kepler-1817,44.29919815,2454974.27883,0.00447
Kepler-1818 b,Kepler-1818,4.644909859,2454969.02655,0.00491
Kepler-1857 b,Kepler-1857,8.94340992,2454970.29881,0.00398
K2-184 b,K2-184,16.9780102,2457148.5253369,0.0009324
K2-358 b,K2-358,11.2510285,2458259.0094216,0.0031628
Kepler-1963 b,Kepler-1963,1.962260008,2454964.53585,0.00404
Kepler-1911 b,Kepler-1911,5.990799904,2454967.54125,0.0032
Kepler-1893 b,Kepler-1893,4.179369926,2454966.8469,0.0044
Kepler-1964 b,Kepler-1964,2.440829992,2454966.84132,0.00201
KOI-4777.01,KOI-4777,0.412,2454965.219,0.002
HD 360 b,HD 360,273.1,,
Kepler-1897 b,Kepler-1897,24.22030067,2454979.42365,0.00617
Kepler-1898 b,Kepler-1898,4.765620232,2454966.5038,0.0034
Kepler-1967 b,Kepler-1967,7.281690121,2454970.30085,0.00321
HD 79181 b,HD 79181,273.1,,
HD 10975 b,HD 10975,283.8,,
HD 99283 b,HD 99283,310.4,,
Kepler-1913 b,Kepler-1913,14.1960001,2454970.01409,0.00541
ups Leo b,ups Leo,385.2,,
Kepler-1906 b,Kepler-1906,7.362689972,2454969.86143,0.00214
Kepler-1907 b,Kepler-1907,5.652450085,2454969.9767,0.004
Kepler-1916 b,Kepler-1916,31.25429916,2454988.047,0.0102
gam Psc b,gam Psc,555.1,,
HIP 34222 b,HIP 34222,159.986,,
Kepler-1910 b,Kepler-1910,5.688769817,2454964.6645,0.0047
Kepler-1717 b,Kepler-1717,30.65279961,2454968.04193,0.00423
Kepler-1919 b,Kepler-1919,37.88660049,2454966.01954,0.00937
Kepler-1918 b,Kepler-1918,47.0564003,2455006.96312,0.00559
Kepler-1920 b,Kepler-1920,30.2541008,2454969.63774,0.00253
HIP 86221 b,HIP 86221,2.224,,
K2-387 b,K2-387,28.735327,2457401.9787,0.0011
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,,,
Kepler-589 c,Kepler-589,3.52466011,2454964.64011,0.00522
Kepler-1922 b,Kepler-1922,13.22259998,2454977.29126,0.00967
K2-373 b,K2-373,11.02066,2457150.2894,0.0042
Kepler-1936 b,Kepler-1936,126.5569992,2454978.69361,0.00845
Kepler-1937 b,Kepler-1937,9.688599586,2454964.8335,0.0451
Kepler-1927 b,Kepler-1927,73.75039673,2455021.51889,0.0053
K2-382 b,K2-382,21.700156,2457314.3647,0.0045
Kepler-1938 b,Kepler-1938,13.06260014,2454977.18426,0.00413
Kepler-1939 b,Kepler-1939,2.790659904,2454966.15339,0.00102
Kepler-1940 b,Kepler-1940,4.950610161,2454965.80914,0.00334
Kepler-1722 b,Kepler-1722,9.178569794,2455006.08806,0.00118
K2-381 b,K2-381,7.9389334,2457304.844,0.0033
Kepler-1942 b,Kepler-1942,4.626049995,2454967.6816,0.00155
Kepler-1944 b,Kepler-1944,9.842579842,2454967.02155,0.0031
Kepler-1930 b,Kepler-1930,13.02680016,2454972.14777,0.00254
Kepler-1266 c,Kepler-1266,4.86631012,2455186.33846,0.00368
Kepler-1945 b,Kepler-1945,6.080039978,2454969.88262,0.00228
Kepler-529 d,Kepler-529,35.86619949,2454968.9464,0.007
YZ Cet b,YZ Cet,2.02087,,
YZ Cet c,YZ Cet,3.05989,,
Kepler-913 c,Kepler-913,5.939119816,2455186.75403,0.00349
Kepler-1719 b,Kepler-1719,6.149559975,2455002.55182,0.00147
Kepler-1926 b,Kepler-1926,42.87770081,2454989.06967,0.00511
Kepler-1718 b,Kepler-1718,135.1880035,2455023.93292,0.002
Kepler-1972 c,Kepler-1972,11.3295,2454952.8,0.014
Kepler-501 c,Kepler-501,3.622760057,2454965.99267,0.00351
Kepler-1312 c,Kepler-1312,1.116119981,2454964.8456,0.0014
Kepler-1950 b,Kepler-1950,10.77690029,2454973.2902,0.00979
Kepler-1951 b,Kepler-1951,20.65780067,2454978.6348,0.0132
Kepler-607 c,Kepler-607,39.67679977,2455011.5556,0.0049
Kepler-1721 b,Kepler-1721,4.592380047,2455005.004723,0.000523
Kepler-1869 b,Kepler-1869,8.167360306,2454969.20311,0.00153
Kepler-1315 c,Kepler-1315,6.566060066,2454967.4948,0.00204
Kepler-1728 b,Kepler-1728,4.782999992,2455003.508352,0.000911
Kepler-1705 c,Kepler-1705,11.28,2455207.396,0.02
Kepler-1322 c,Kepler-1322,6.459980011,2454968.9646,0.00391
Kepler-1693 c,Kepler-1693,5.363709927,2454967.6491,0.0053
Kepler-1956 b,Kepler-1956,5.943719864,2454968.25897,0.00432
Kepler-1957 b,Kepler-1957,2.186619997,2454964.94832,0.00363
Kepler-1711 b,Kepler-1711,21.06080055,2454976.59983,0.00227
Kepler-1888 b,Kepler-1888,11.39169979,2454974.55859,0.00513
Kepler-1959 b,Kepler-1959,6.38669014,2454964.52724,0.00256
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,,,
b Cen AB b,b Cen A,1790000.0,,
Kepler-1890 b,Kepler-1890,4.820590019,2454968.78516,0.0053
Kepler-1892 b,Kepler-1892,6.331230164,2454970.14149,0.00482
K2-317 b,K2-317,6.22,2457994.132,
K2-396 b,K2-396,0.673862,2457820.9636,0.0016
K2-397 b,K2-397,3.572326,2457823.5751,0.002
K2-319 b,K2-319,26.68,2457915.592,
HD 174205 b,HD 174205,582.0,,
K2-400 b,K2-400,3.865053,2457908.6234,0.0025
K2-322 b,K2-322,8.205,2457914.022,
HD 106252 b,HD 106252,1535.0,,
KELT-14 b,KELT-14,1.7100566,2456665.22401,0.00021
K2-402 b,K2-402,17.27474,2457920.4286,0.0036
K2-324 b,K2-324,3.262,2457909.146,
HD 171238 b,HD 171238,1515.0,,
HD 81040 b,HD 81040,1002.7,,
Kepler-167 e,Kepler-167,1071.23205,2455253.28756,0.00039
K2-404 b,K2-404,13.115365,2457917.8369,0.001
K2-326 b,K2-326,1.256,2457739.045,
HD 181433 d,HD 181433,2172.0,,
K2-407 b,K2-407,4.941907,2457993.5101,0.0075
K2-407 c,K2-407,9.22453,2457997.6545,0.004
HD 29021 b,HD 29021,1365.0,,
K2-408 b,K2-408,20.978959,2457991.5363,0.0039
Ross 508 b,Ross 508,10.77,,
HD 83443 b,HD 83443,2.985628,2452307.369,0.031
K2-374 c,K2-374,16.43445,2458109.2376,0.0065
K2-374 b,K2-374,4.521953,2458099.6869,0.004
HD 83443 c,HD 83443,8241.0,,
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,,,
K2-384 b,K2-384,2.231527,2457393.7157,0.0045
iot Dra c,iot Dra,25000.0,,
iot Dra b,iot Dra,510.8544,,
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,,,
K2-365 b,K2-365,23.448172,2456898.8326,0.0019
K2-379 b,K2-379,8.777247,2457303.9091,0.0039
EPIC 206317286 c,EPIC 206317286,17.515472,2456977.8215,0.0071
AB Aur b,AB Aur,,,
K2-384 c,K2-384,4.194766,2457394.4158,0.0023
K2-372 b,K2-372,9.844077,2457146.3287,0.0019
GJ 9066 c,GJ 9066,771.36,,
K2-384 e,K2-384,9.715043,2457398.9666,0.0026
K2-378 b,K2-378,2.060438,2457217.8493,0.0018
2MASS J19383260+4603591 b,2MASS J19383260+4603591,406.0,,
Kepler-451 d,2MASS J19383260+4603591,43.0,,
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,,,
K2-393 b,K2-393,10.413181,2457739.3926,0.0037
TOI-5799 c,TOI-5799,14.010449,2460383.0352,0.0012
HD 103891 b,HD 103891,1919.0,,
KOI-984 c,KOI-984,21.512,,
K2-389 c,K2-389,20.851337,2457747.1012,0.005
HD 7924 d,HD 7924,24.451,2455188.3,0.93
K2-392 b,K2-392,15.398723,2457739.6737,0.0037
HD 33142 b,HD 33142,330.0,,
HD 33142 c,HD 33142,810.2,,
K2-395 b,K2-395,4.803352,2457825.0089,0.0042
K2-395 c,K2-395,8.491282,2457823.5786,0.0016
HIP 8541 b,HIP 8541,1852.14387,,
HD 142 A d,HD 142,108.45299,,
HD 144899 b,HD 144899,40.43914,,
GJ 2030 c,GJ 2030,25533.11353,,
HD 125612 c,HD 125612,4.15466,,
HD 219828 c,HD 219828,4789.87297,,
HD 214823 b,HD 214823,1854.84424,,
GJ 676 A c,GJ 676 A,13921.42302,,
HD 149806 b,HD 149806,16521.52778,,
GJ 9714 b,GJ 9714,19240.75467,,
HD 142 b,HD 142,351.43394,,
HD 139357 b,HD 139357,1124.79139,,
HD 224538 b,HD 224538,1202.05199,,
HD 153557 d,HD 153557,40654.64809,,
HD 115404 A b,HD 115404 A,10.49488,,
HIP 67537 b,HIP 67537,2523.64713,,
HD 30177 c,HD 30177,12085.45186,,
HD 156098 b,HD 156098,21.85849,,
HD 12235 c,HD 12235,36336.70679,,
HD 203387 b,HD 203387,512.5352,,
HD 169830 c,HD 169830,1818.82339,2455139.0,20.0
HD 169830 b,HD 169830,225.67372,2455515.75,0.84
HD 156098 c,HD 156098,7841.5839,,
HIP 35965 b,HIP 35965,26125.56497,,
HD 203387 c,HD 203387,2481.07227,,
bet Pic c,bet Pic,1192.77951,,
HD 25015 b,HD 25015,6134.427,,
GJ 229 b,GJ 229,579.47495,,
HD 18143 c,HD 18143,28982.41764,,
HD 217786 b,HD 217786,1301.36009,,
HD 204313 c,HD 204313,34.95875,,
HD 125390 b,HD 125390,1757.39151,,
HD 81817 b,HD 81817,1021.20159,,
HD 190228 b,HD 190228,1143.59858,,
HD 23596 b,HD 23596,1535.11912,,
HIP 90988 b,HIP 90988,455.73816,,
HD 145675 c,14 Her,15732.45889,2454680.0,440.0
HD 204313 e,HD 204313,7325.64666,,
HD 30177 b,HD 30177,2514.53422,,
HD 217958 b,HD 217958,2560.19774,,
HD 213519 b,HD 213519,11.12214,,
HD 43197 b,HD 43197,308.92072,,
HD 4113 b,HD 4113,526.5239,,
HD 95544 b,HD 95544,2041.54152,,
HD 25912 c,HD 25912,26308.65619,,
HD 105618 c,HD 105618,77114.07158,,
HD 28192 b,HD 28192,14.23283,,
HD 43197 c,HD 43197,9295.9735,,
HD 74156 c,HD 74156,2448.48726,2457109.7,9.0
HD 74156 b,HD 74156,51.63564,2455231.464,0.047
HD 7449 b,HD 7449,1270.55195,,
HD 110537 b,HD 110537,24469.67342,,
HD 56957 b,HD 56957,5859.08992,,
HD 86264 b,HD 86264,1488.79123,,
HD 111232 c,HD 111232,26472.44623,,
HD 62549 b,HD 62549,14306.88519,,
HD 142 c,HD 142,10159.64279,,
HD 11343 c,HIP 8541,228.53731,,
HD 73267 c,HD 73267,17071.78045,,
14 Her b,14 Her,1765.0389,2456834.4,1.7
HD 219077 b,HD 219077,5478.68861,,
HD 113337 b,HD 113337,317.58639,,
HD 125271 b,HD 125271,14901.99295,,
HD 127506 b,HD 127506,65.78395,,
HD 81817 c,HD 81817,622.97802,,
bet Pic b,bet Pic,8617.50952,,
HD 145934 b,HD 145934,2751.53433,2455976.0,57.0
HIP 97233 b,HIP 97233,1062.26506,,
HD 215497 b,HD 215497,3.93404,,
HD 93351 b,HD 93351,2.45946,,
HD 88072 b,HD 88072,18538.79293,,
HD 93351 c,HD 93351,14010.2941,,
HD 10697 b,HD 10697,1075.3799,2452506.8,2.9
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,,,
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,,,
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,,,
HD 10180 e,HD 10180,49.748,,
Wolf 1069 b,Wolf 1069,15.564,,
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,,,
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,,,
Kepler-138 b,Kepler-138,10.3134,2454956.236,0.003
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,,,
TrES-2 b,TrES-2,2.47063,2454955.76336,3e-06
TOI-6223 b,TOI-6223,3.855219,2459856.48875,0.00077
WASP-47 d,WASP-47,9.030501,2457024.430107,3e-07
Kepler-138 d,Kepler-138,23.0923,2454957.816,0.0009
Kepler-138 c,Kepler-138,13.7815,2454955.7288,0.0006
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,,,
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,,,
K2-413 c,K2-413,5.3301,2457739.1673,0.0023
K2-414 c,K2-414,6.669,2457740.2563,0.001
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,,,
WASP-65 b,WASP-65,2.3114243,2456110.68772,0.00015
HAT-P-21 b,HAT-P-21,4.12448,2458159.89639,0.00027
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,,,
K2-3 b,K2-3,10.0546535,2457165.32947,0.00025
HIP 21152 b,HIP 21152,22000.0,2449000.0,15000.0
K2-38 c,K2-38,10.56103,2456900.4752,0.0033
K2-38 b,K2-38,4.01593,2456896.8786,0.0054
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,,,
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,,,
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,,,
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,,,
WASP-88 b,WASP-88,4.954,2458248.26526,0.00021
TOI-1238 b,TOI-1238,0.764597,2458684.102,0.002
HATS-8 b,HATS-8,3.583893,2456672.1102,0.0012
GJ 1002 c,GJ 1002,21.202,2458585.54,0.5
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,,,
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,,,
HD 45364 b,HD 45364,225.79,,
L 363-38 b,L 363-38,8.781,,
WASP-56 b,WASP-56,4.6171,2455841.60939,0.00023
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,,,
TIC 279401253 b,TIC 279401253,76.8,2459151.055,0.001
HD 45364 c,HD 45364,345.43,,
HD 167768 b,HD 167768,20.6532,2454595.44,0.67
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,,,
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,,,
TIC 279401253 c,TIC 279401253,155.3,,
HD 184010 d,HD 184010,836.4,2454926.0,28.4
HD 184010 b,HD 184010,286.6,2454609.2,7.4
NGTS-23 b,NGTS-23,4.0764326,2458431.77134,0.00048
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,,,
HAT-P-26 b,HAT-P-26,4.23452,2456901.059458,9.4e-05
Kepler-1643 b,Kepler-1643,5.342657,2454967.382,0.0011
KOI-7913 b,KOI-7913 A,24.278553,2454987.5121,0.0063
WASP-77 A b,WASP-77 A,1.360029395,2459957.33786,4.3e-05
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,,,
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,,,
KIC 3526061 b,KIC 3526061,3552.0,2458708.1,2.0
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,2560.0,,
Kepler-107 e,Kepler-107,14.749143,2455694.4855,0.00046
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,,,
HAT-P-28 b,HAT-P-28,3.257215,2455417.59832,0.00053
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,,,
DMPP-4 b,DMPP-4,3.4982,2457139.9,1.2
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,,,
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,4700.0,,
HN Lib b,HN Lib,36.116,2457436.3,1.4
Kepler-454 d,Kepler-454,4073.0,2458433.0,26.0
WASP-64 b,WASP-64,1.5732918,2455582.60169,0.00027
Kepler-323 c,Kepler-323,3.5538229,2454956.9823,0.002
TrES-4 b,TrES-4,3.55395,2460478.712885,2.3e-05
HAT-P-20 b,HAT-P-20,2.875317,2455080.92661,0.00021
WASP-35 b,WASP-35,3.16158,2458120.804421,6.8e-05
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,,,
Kepler-409 b,Kepler-409,68.9583216,2455012.0829,0.0034
Kepler-20 f,Kepler-20,19.578328,2454968.19883,0.00057
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,,,
HD 74698 b,HD 74698,15.017,,
HD 112300 b,HD 112300,466.63,,
HD 36384 b,HD 36384,490.0,,
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,,,
HD 74698 c,HD 74698,3449.0,,
HD 6860 b,HD 6860,663.87,,
Kepler-1655 b,Kepler-1655,11.8728787,2455013.89795,0.00069
HAT-P-3 b,HAT-P-3,2.8997,2455694.72623,8e-05
HD 108236 b,HD 108236,3.795963,2458773.2964,0.0013
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,5800000.0,,
Kepler-323 b,Kepler-323,1.678328,2454953.9478,0.0014
Kepler-22 b,Kepler-22,289.863876,2454966.7001,0.0068
Kepler-454 b,Kepler-454,10.5737534,2455008.06758,0.00077
Kepler-109 b,Kepler-109,6.4816307,2454955.97791,0.0006
Kepler-20 c,Kepler-20,10.8540774,2454971.60886,0.00016
K2-36 c,K2-36,5.340888,2456812.84001,0.00071
K2-36 b,K2-36,1.422614,2456810.8916,0.0013
Kepler-21 b,Kepler-21,2.7858212,2455093.83716,0.00085
HATS-3 b,HATS-3,3.547851,2456155.96734,0.00014
K2-417 b,K2-417,6.535,2458373.0321,0.0009
K2-18 c,K2-18,8.962,,
K2-253 b,K2-253,4.00167,2457583.9993,0.0013
Kepler-491 b,Kepler-491,4.225384512,2454970.5606743,5.34e-05
HATS-36 b,HATS-36,4.175186,2457314.4631,0.00031
K2-216 b,K2-216,2.1748,2457394.0417,0.0009
HIP 81208 C b,HIP 81208 C,104100.0,,
Kepler-471 b,Kepler-471,5.014234575,2454966.1742579,9.65e-05
gam Lib c,gam Lib,966.49,,
Kepler-93 c,Kepler-93,1460.0,,
Kepler-289 d,Kepler-289,66.0282,2454975.624,0.0051
KELT-8 b,KELT-8,3.24406,2457986.46737,0.00026
WASP-174 b,WASP-174,4.2337005,2458545.5266,0.00014
Kepler-139 e,Kepler-139,2047.635373,,
HD 134606 b,HD 134606,12.089,,
HIP 66074 b,HIP 66074,310.9,,
HD 134606 c,HD 134606,58.883,,
HD 134606 d,HD 134606,966.5,,
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,,,
Luhman 16 b,Luhman 16 A,9697.0,2458141.0,33.0
HD 99492 c,HD 99492,95.233,,
Kepler-1513 c,Kepler-1513,841.4,,
HD 134606 e,HD 134606,4.3203,,
Kepler-849 b,Kepler-849,394.62508,2455010.8377,0.0016
18 Del b,18 Del,982.85,,
6 Lyn b,6 Lyn,919.86,,
GJ 724 b,GJ 724,5.101284,,
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,,,
81 Cet b,81 Cet,1005.57,,
HD 104985 b,HD 104985,199.68,,
GJ 3988 b,GJ 3988,6.9442,,
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,,,
M62H b,M62H,0.132935028,,
HD 145457 b,HD 145457,176.13,,
HD 167042 b,HD 167042,417.67,2454232.0,6.0
WASP-74 b,WASP-74,2.13775,2457103.325971,8.5e-05
CI Tau c,CI Tau,25.2,,
Kepler-257 b,Kepler-257,2.382667,2455003.6633,0.00125
HD 81688 b,HD 81688,183.93,,
WASP-82 b,WASP-82,2.70579,2458217.09214,0.00014
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,,,
kap CrB b,kap CrB,1253.68,,
GJ 9404 b,GJ 9404,13.4586,,
HD 100777 b,HD 100777,383.0,,
